	index	Air Date	Category	Value	Question	Answer
3472	4547	2011-10-10	SCRAMBLED KEGS	$200	Cheers, mate: FORESTS	Fosters
3473	4548	2011-10-10	MONEY, MONEY, MONEY	$200	Ulysses S. Grant appears on this U.S. bill	the $50
3474	4549	2011-10-10	THE RIVER'S TRIBUTARIES	$200	Tocantins, Madeira, Rio Negro	the Amazon
3475	4550	2011-10-10	THIS YEAR IN HISTORY	$200	1969: American Indians begin a 2-year occupation of this island in San Francisco Bay	Alcatraz
3476	4551	2011-10-10	ADJECTIVES OF THE YOUNG AND THE RESTLESS	$200	"<a href=""http://www.j-archive.com/media/2011-10-10_J_11.wmv""><i>""Abby, I hear </i>The Naked Heiress<i> is gonna be on </i>Jeopardy!<i> that's huge!"" ""Mom, please.  I am rich and famous."" [Sighs] ""Honey, don't you think you're being...""</i></a> ...this adjective that means ""world-weary"" & ""cynical""--it doesn't mean ""covered in green gemstones"""	jaded
3477	4552	2011-10-10	CELEBRITY MEMOIRS	$400	"In ""All That Is Bitter & Sweet"", this actress says mom Naomi likes to say their family put the ""fun"" in dysfunctional"	Ashley Judd
3478	4553	2011-10-10	SCRAMBLED KEGS	$400	Weekends were made for it: CLIMB HOE	Michelob
3479	4554	2011-10-10	MONEY, MONEY, MONEY	$400	In 1970 this Japanese currency was at 360 to the dollar; today it's under 100	the yen
3480	4555	2011-10-10	THE RIVER'S TRIBUTARIES	$400	River Leach, River Churn, River Cherwell	the Thames
3481	4556	2011-10-10	THIS YEAR IN HISTORY	$400	1770: This man & Seth Warner organize the Green Mountain Boys	Ethan Allen
3482	4557	2011-10-10	ADJECTIVES OF THE YOUNG AND THE RESTLESS	$400	"<a href=""http://www.j-archive.com/media/2011-10-10_J_15.wmv""><i>""We can never do this again.  Nobody, and I mean nobody, can know about it."" ""</i>Tres<i> romantic, Nick.  What are you implying, that I'm not...""</i></a> ...this 11-letter adjective meaning reliable & responsible like a Boy Scout"	trustworthy
3483	4558	2011-10-10	CELEBRITY MEMOIRS	$600	"""Stories I Only Tell My Friends"" includes his days in the Brat Pack & his romance with Princess Stephanie of Monaco"	Rob Lowe
3484	4559	2011-10-10	SCRAMBLED KEGS	$600	Enjoy this Belgian brew: ATLAS LOITERS	Stella Artois
3485	4560	2011-10-10	MONEY, MONEY, MONEY	$600	"Seen <a href=""http://www.j-archive.com/media/2011-10-10_J_05.jpg"" target=""_blank"">here</a> is one of these currency units from a country that's in the zone"	the euro
3486	4561	2011-10-10	THE RIVER'S TRIBUTARIES	$600	Parma, Trebbia, Ticino	the Po
3487	4562	2011-10-10	THIS YEAR IN HISTORY	$600	2011: This company founded by a 1941 merger downgrades the USA's long-term credit rating to AA+	Standard & Poor's
3488	4563	2011-10-10	ADJECTIVES OF THE YOUNG AND THE RESTLESS	$600	"<a href=""http://www.j-archive.com/media/2011-10-10_J_28.wmv""><i>""Please, Lily, understand, everything I did was to keep you and the twins safe."" ""Cane, you pretended that you were dead and made me think that I was sleeping with a ghost.  I ended up in an insane asylum.  You're...""</i></a> ...this 10-letter adjective from the Latin for ""look down on"" (& favored by Daffy Duck on occasion)"	despicable
3489	4564	2011-10-10	CELEBRITY MEMOIRS	$800	"Once a celebrity daughter named chastity, this child of Cher revealed ""The Story of How I Became a Man"" in ""Transition"""	Chaz Bono
3490	4565	2011-10-10	SCRAMBLED KEGS	$800	Let's go Dutch: SIGHT MALLET	Amstel Light
3491	4566	2011-10-10	MONEY, MONEY, MONEY	$2,400	Released by the U.S. Mint in January 1999, the first quarter honoring a state honored this one	Delaware
3492	4567	2011-10-10	THE RIVER'S TRIBUTARIES	$800	Moselle, Main, Neckar	the Rhine
3493	4568	2011-10-10	THIS YEAR IN HISTORY	$800	1789: This French landmark is stormed & its governor, killed	the Bastille
3494	4569	2011-10-10	ADJECTIVES OF THE YOUNG AND THE RESTLESS	$800	"<a href=""http://www.j-archive.com/media/2011-10-10_J_29.wmv""><i>""Oh, Jack, it feels just like yesterday that you and Diane and I were celebrating the IPO."" ""I've had my eye on you since before Diane died, and now I have even more reason to be...""</i></a> ...this doubtful word that's in the title of Elvis' last No. 1 pop hit"	suspicious
3495	4570	2011-10-10	CELEBRITY MEMOIRS	$1000	"This country star called her 2011 memoir ""From This Moment On"", also the name of one of her hit songs"	Shania Twain
3496	4571	2011-10-10	SCRAMBLED KEGS	$1000	"I enjoy ""33"" bottles: CORK ON GRILL"	Rolling Rock
3497	4572	2011-10-10	MONEY, MONEY, MONEY	$1000	"The 50,000-rial note of this Middle East country is seen <a href=""http://www.j-archive.com/media/2011-10-10_J_14.jpg"" target=""_blank"">here</a>"	Iran
3498	4573	2011-10-10	THE RIVER'S TRIBUTARIES	$1000	Big Salmon, Pelly, Klondike	the Yukon
3499	4574	2011-10-10	THIS YEAR IN HISTORY	$1000	1653: This Izaak Walton ode to piscatory endeavors splashes ashore	The Compleat Angler
3500	4575	2011-10-10	ADJECTIVES OF THE YOUNG AND THE RESTLESS	$1000	"<a href=""http://www.j-archive.com/media/2011-10-10_J_30.wmv""><i>""Dear God.  You manipulate everyone around you, just like a marionette.  You are downright...""</i></a> ...this adjective, also the title of a hit Broadway musical that features Munchkins & flying monkeys"	wicked
3501	4576	2011-10-10	"""A"" IN MATH"	$400	In this type of triangle, all 3 angles are less than 90 degrees	acute
3502	4577	2011-10-10	NAMES IN SONG TITLES	$400	"CCR: ""Proud ____"""	Mary
3503	4578	2011-10-10	SISTER SISTER	$400	She mentions her sister Margot's diary in her own diary, but Margot's was never found	Anne Frank
3504	4579	2011-10-10	TENNESSEE WILLIAMS	$400	"Williams believed this was his best long play because of ""the kingly magnitude of Big Daddy"""	Cat on a Hot Tin Roof
3505	4580	2011-10-10	CONSTITUTIONAL NO-NOs	$400	No state shall engage in this (unless invaded)	war
3506	4581	2011-10-10	CANINE WORDS & PHRASES	$400	You can follow the fairway or hit over the rough on this type of golf hole that has an angle in it	a dogleg
3507	4582	2011-10-10	"""A"" IN MATH"	$800	This segment of a circle can be measured by its length or the angle it forms	an arc
3508	4583	2011-10-10	NAMES IN SONG TITLES	$800	"Taylor Swift: ""____ McGraw"""	Tim
3509	4584	2011-10-10	SISTER SISTER	$800	One of England's first abstract painters, Vanessa Bell was the sister of this Bloomsbury Group author	Virginia Woolf
3510	4585	2011-10-10	TENNESSEE WILLIAMS	$800	Tennessee's first success was this play about the Wingfield family that premiered in 1944	The Glass Menagerie
3511	4586	2011-10-10	CONSTITUTIONAL NO-NOs	$800	No law respecting an establishment of this	religion
3512	4587	2011-10-10	CANINE WORDS & PHRASES	$800	"They're seen <a href=""http://www.j-archive.com/media/2011-10-10_DJ_15.jpg"" target=""_blank"">here</a>"	dog tags
3513	4588	2011-10-10	"""A"" IN MATH"	$1200	"(<a href=""http://www.j-archive.com/media/2011-10-10_DJ_04.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the trading floor of the New York Stock Exchange.</a>)  The Exchange now allows brokers on the floor to execute trades from handheld devices using programs called ""algos"", short for this type of step-by-step mathematical process"	an algorithm
3514	4589	2011-10-10	NAMES IN SONG TITLES	$1200	"Night Ranger: ""Sister ____"""	Christian
3515	4590	2011-10-10	SISTER SISTER	$1200	Ann & Nancy Wilson are the creative spark behind this rock band	Heart
3516	4591	2011-10-10	TENNESSEE WILLIAMS	$1200	Born Thomas, Williams may have first used his nickname in this Tennessee port for a writing contest	Memphis
3517	4592	2011-10-10	CONSTITUTIONAL NO-NOs	$1200	No compulsion in a criminal case to be this against yourself	a witness
3518	4593	2011-10-10	CANINE WORDS & PHRASES	$1200	"On ""Cheers"" Norm once said it's this type of ""world and I'm wearing Milk-Bone underwear"""	a dog-eat-dog
3519	4594	2011-10-10	"""A"" IN MATH"	$1600	2 angles in a plane sharing a common vertex & side are said to be this	adjacent
3520	4595	2011-10-10	NAMES IN SONG TITLES	$1600	"Falco: ""Rock Me ____"""	Amadeus
3521	4596	2011-10-10	SISTER SISTER	$1600	The first siblings to earn more than $1 million on the LPGA tour were this Swede & her sister Charlotta	(Annika) Sorenstam
3522	4597	2011-10-10	TENNESSEE WILLIAMS	$1600	Marlon Brando hitchhiked to Williams' home to read for this role; he also fixed the writer's toilet during the visit	Stanley Kowalski
3523	4598	2011-10-10	CONSTITUTIONAL NO-NOs	$1600	No being a senator if you haven't been this for at least 9 years	a citizen
3524	4599	2011-10-10	CANINE WORDS & PHRASES	$1600	This canine cliche means you should avoid disturbing a calm situation	Let sleeping dogs lie
3525	4600	2011-10-10	"""A"" IN MATH"	$14,200	It's the length from the base of a cone to the apex	the altitude
3526	4601	2011-10-10	NAMES IN SONG TITLES	$2000	"R.E.M.: ""What's the Frequency, ____?"""	Kenneth
3527	4602	2011-10-10	SISTER SISTER	$2000	Last name of sisters Loretta & Linda, U.S. representatives from California	Sanchez
3528	4603	2011-10-10	TENNESSEE WILLIAMS	$4,000	In this 1950 play, a dressmaker's deceased husband & her new boyfriend both sport the title art on their chests	The Rose Tattoo
3529	4604	2011-10-10	CONSTITUTIONAL NO-NOs	$2000	"No denial of voting rights for ""failure to pay"" this specific tax"	a poll tax
3530	4605	2011-10-10	CANINE WORDS & PHRASES	$2000	"In 2011, <a href=""http://www.j-archive.com/media/2011-10-10_DJ_18.jpg"" target=""_blank"">Orrin Hatch</a> used a <a href=""http://www.j-archive.com/media/2011-10-10_DJ_18a.jpg"" target=""_blank"">picture</a> to indicate he felt a Senate hearing had become this"	a dog and pony show
3531	4606	2011-10-07	HISTORY	$200	Disappointment with the Livonian War & suspected treasons in 1582 may have led this czar to order his 1st executions	Ivan the Terrible
3532	4607	2011-10-07	SPLITSVILLE	$200	This singer had 2 days of wedded bliss with a childhood friend before moving on to K-Fed	Britney Spears
3533	4608	2011-10-07	IN THE PINK	$200	"pinkribbonshop.com promotes awareness of this disease, ""one pink ribbon at a time"""	breast cancer
3534	4609	2011-10-07	HOW IS THAT PREPARED?	$200	Eggs over easy	fried
3535	4610	2011-10-07	NAME CALLING	$200	Hey little short person, you don't mind if I call you this, do you?--like the ones in the east of the Land of Oz	munchkin
3536	4611	2011-10-07	NATIONAL GEOGRAPHIC BRAIN GAMES	$200	"The top & bottom hues <a href=""http://www.j-archive.com/media/2011-10-07_J_26.jpg"" target=""_blank"">here</a> are the same; the brain <a href=""http://www.j-archive.com/media/2011-10-07_J_26a.jpg"" target=""_blank"">tricks itself</a> by using <a href=""http://www.j-archive.com/media/2011-10-07_J_26b.jpg"" target=""_blank"">these</a> areas of comparative darkness as cues"	shadows
3537	4612	2011-10-07	HISTORY	$400	In 1449 Henry VI instituted the (hopefully non-evil) office of sheriff here, now an industrial city in central England	Nottingham
3538	4613	2011-10-07	SPLITSVILLE	$400	Rumors of Tony Parker's infidelity swirled when this Desperate Housewife filed for divorce in 2010	Eva Longoria
3539	4614	2011-10-07	IN THE PINK	$400	"<a href=""http://www.j-archive.com/media/2011-10-07_J_12.jpg"" target=""_blank"">Juan & Eva Peron</a> used to appear on the balconies of the Casa Rosada or ""pink house"", seen <a href=""http://www.j-archive.com/media/2011-10-07_J_12a.jpg"" target=""_blank"">here</a> in this world capital"	Buenos Aires
3540	4615	2011-10-07	HOW IS THAT PREPARED?	$400	Snickerdoodles	baked
3541	4616	2011-10-07	NAME CALLING	$400	You spend too much time watching TV; you're a sofa spud, or, in other words, this more popular term	a couch potato
3542	4617	2011-10-07	NATIONAL GEOGRAPHIC BRAIN GAMES	$400	This 12-letter ability in which several jobs are managed at once is a misnomer; your brain can really only focus on one	multitasking
3543	4618	2011-10-07	HISTORY	$600	"""Black Thursday"" happened on Oct. 24 of this year; 5 days later, share prices had fallen 80%"	1929
3544	4619	2011-10-07	SPLITSVILLE	$600	"This Bon Jovi guitarist said his divorce from Heather Locklear & his addiction made for ""a gang tackle from hell"""	Richie Sambora
3545	4620	2011-10-07	IN THE PINK	$600	"This product says it's ""the only leading medicine that relieves five stomach problems"""	Pepto-Bismol
3546	4621	2011-10-07	HOW IS THAT PREPARED?	$600	Yakotori	grilled
3547	4622	2011-10-07	NAME CALLING	$600	"I could call you a dunce or I could call you <a href=""http://www.j-archive.com/media/2011-10-07_J_17.jpg"" target=""_blank"">this</a>, the type of shark seen <a href=""http://www.j-archive.com/media/2011-10-07_J_17a.jpg"" target=""_blank"">here</a>"	a hammerhead
3548	4623	2011-10-07	NATIONAL GEOGRAPHIC BRAIN GAMES	$600	"Virtual reality & psychology are used to rewire the brain of war vet <a href=""http://www.j-archive.com/media/2011-10-07_J_29.wmv"">Jerry</a>, who suffers from PTSD, short for this"	post-traumatic stress disorder
3549	4624	2011-10-07	HISTORY	$1,000	Delegates from 34 countries attended this body's final session April 18, 1946	the League of Nations
3550	4625	2011-10-07	SPLITSVILLE	$800	"This ""House"" and ""Tron: Legacy"" co-star didn't live happily ever after with her Italian prince, filing for divorce in 2011"	Olivia Wilde
3551	4626	2011-10-07	IN THE PINK	$800	Rapper Cam'ron had a pink one of these alliterative super-SUVs, but sold it as it got too much attention	Range Rover
3552	4627	2011-10-07	HOW IS THAT PREPARED?	$800	Peking duck	roasted
3553	4628	2011-10-07	NAME CALLING	$800	Not so computer savvy, are you?  You're just a this--like a non-sorcerer in Harry Potter	a muggle
3554	4629	2011-10-07	NATIONAL GEOGRAPHIC BRAIN GAMES	$800	Your brain runs on only about 12 of these power units, using shortcuts to focus on what counts	watts
3555	4630	2011-10-07	HISTORY	$1000	In 62 A.D. this Roman emperor had his wife Octavia put to death, then he got remarried the same year... coincidence?	Nero
3556	4631	2011-10-07	SPLITSVILLE	$1000	"Divorcing Reese Witherspoon put him in ""the darkest, saddest place I had ever been"""	Ryan Phillippe
3557	4632	2011-10-07	IN THE PINK	$1000	"Jack London wrote that one type of drinker ""sees, in the extremity of his ecstasy, blue mice and"" these creatures"	pink elephants
3558	4633	2011-10-07	HOW IS THAT PREPARED?	$1000	Chicago hot dog, for purists	steamed
3559	4634	2011-10-07	NAME CALLING	$1000	"I can't tell if you're just a fool or drunk, but you're definitely this, also the name of the character seen <a href=""http://www.j-archive.com/media/2011-10-07_J_19.jpg"" target=""_blank"">here</a>"	Jughead
3560	4635	2011-10-07	NATIONAL GEOGRAPHIC BRAIN GAMES	$1000	"Recalling the exact <a href=""http://www.j-archive.com/media/2011-10-07_J_27.wmv"">details</a> of a robbery uses this ""equine"" brain part that decides what short-term info to keep"	the hippocampus
3561	4636	2011-10-07	GET YOUR WORDSWORTH HERE!	$400	"From Westminster Bridge, William mused, ""Earth has not anything to show more fair"" than this city"	London
3562	4637	2011-10-07	OLD (REALLY OLD) PHOTOS	$400	"The poetic & artistic <a href=""http://www.j-archive.com/media/2011-10-07_DJ_04.jpg"" target=""_blank"">Rosettis</a> were snapped by this Victorian children's author, also a serious photographer"	Lewis Carroll
3563	4638	2011-10-07	AMERICAN ISLANDS	$400	It's the USA's largest volcanic island	Hawaii
3564	4639	2011-10-07	"""SIT"" OR ""STAND"""	$400	Crunches are a version of these	sit-ups
3565	4640	2011-10-07	MAGAZINES	$400	In 1922 DeWitt & Lila Wallace published the first issue of this magazine that condenses articles	Reader's Digest
3566	4641	2011-10-07	LATINOS IN HOLLYWOOD	$400	Last name of Fernando, a star in Argentina before moving to the U.S.; his son Lorenzo & grandson A.J. act, too	Lamas
3567	4642	2011-10-07	GET YOUR WORDSWORTH HERE!	$800	Wordsworth belonged to the school of poets named for this watery district of northern England	Lake District (or Country)
3568	4643	2011-10-07	OLD (REALLY OLD) PHOTOS	$800	"(<a href=""http://www.j-archive.com/media/2011-10-07_DJ_05.jpg"" target=""_blank"">Jimmy of the Clue Crew shows a photograph on the monitor.</a>) Long exposures made quickly-moving objects disappear; <a href=""http://www.j-archive.com/media/2011-10-07_DJ_05a.jpg"" target=""_blank"">here</a>, in 1838, a man standing still getting a shoe shine is the first known human to be photographed; he was in this capital where photography was largely invented"	Paris
